signal,clean_mean,attack_mean,clean_std,attack_std,mean_shift_pct,ks_stat,ks_pvalue,wasserstein,js_divergence,false_alarm_rate,detection_rate,detection_auc,cusum_steps_to_detect
ALL,3.86,4.016111111111111,3.1249535700913147,3.5304835154144794,4.044329303396661,0.023055555555555555,0.2941754011452985,0.23166666666666658,0.003648072402999205,0.005833333333333334,0.011111111111111112,0.5227269675925925,6
