t,lane,intersection,present,waiting,departures
1,:intersection_0_1_0_0,NA,0,,0
1,:intersection_1_0_0_0,NA,0,,0
1,:intersection_1_1_0_0,NA,0,,0
1,:intersection_1_1_0_1,NA,0,,0
1,:intersection_1_1_10_0,NA,0,,0
1,:intersection_1_1_10_1,NA,0,,0
1,:intersection_1_1_12_0,NA,0,,0
1,:intersection_1_1_12_1,NA,0,,0
1,:intersection_1_1_14_0,NA,0,,0
1,:intersection_1_1_14_1,NA,0,,0
1,:intersection_1_1_2_0,NA,0,,0
1,:intersection_1_1_2_1,NA,0,,0
1,:intersection_1_1_4_0,NA,0,,0
1,:intersection_1_1_4_1,NA,0,,0
1,:intersection_1_1_6_0,NA,0,,0
1,:intersection_1_1_6_1,NA,0,,0
1,:intersection_1_1_8_0,NA,0,,0
1,:intersection_1_1_8_1,NA,0,,0
1,:intersection_1_2_0_0,NA,0,,0
1,:intersection_2_1_0_0,NA,0,,0
1,road_0_1_0_0,intersection_1_1,0,0.0,0
1,road_0_1_0_1,intersection_1_1,0,0.0,0
1,road_1_0_1_0,intersection_1_1,0,0.0,0
1,road_1_0_1_1,intersection_1_1,0,0.0,0
1,road_1_1_0_0,NA,0,0.0,0
1,road_1_1_0_1,NA,0,0.0,0
1,road_1_1_1_0,NA,0,0.0,0
1,road_1_1_1_1,NA,0,0.0,0
1,road_1_1_2_0,NA,0,0.0,0
1,road_1_1_2_1,NA,0,0.0,0
1,road_1_1_3_0,NA,0,0.0,0
1,road_1_1_3_1,NA,0,0.0,0
1,road_1_2_3_0,intersection_1_1,0,0.0,0
1,road_1_2_3_1,intersection_1_1,0,0.0,0
1,road_2_1_2_0,intersection_1_1,0,0.0,0
1,road_2_1_2_1,intersection_1_1,0,0.0,0
1,:intersection_0_1_0_0,NA,0,,0
1,:intersection_1_0_0_0,NA,0,,0
1,:intersection_1_1_0_0,NA,0,,0
1,:intersection_1_1_0_1,NA,0,,0
1,:intersection_1_1_10_0,NA,0,,0
1,:intersection_1_1_10_1,NA,0,,0
1,:intersection_1_1_12_0,NA,0,,0
1,:intersection_1_1_12_1,NA,0,,0
1,:intersection_1_1_14_0,NA,0,,0
1,:intersection_1_1_14_1,NA,0,,0
1,:intersection_1_1_2_0,NA,0,,0
1,:intersection_1_1_2_1,NA,0,,0
1,:intersection_1_1_4_0,NA,0,,0
1,:intersection_1_1_4_1,NA,0,,0
1,:intersection_1_1_6_0,NA,0,,0
1,:intersection_1_1_6_1,NA,0,,0
1,:intersection_1_1_8_0,NA,0,,0
1,:intersection_1_1_8_1,NA,0,,0
1,:intersection_1_2_0_0,NA,0,,0
1,:intersection_2_1_0_0,NA,0,,0
1,road_0_1_0_0,intersection_1_1,0,0.0,0
1,road_0_1_0_1,intersection_1_1,0,0.0,0
1,road_1_0_1_0,intersection_1_1,0,0.0,0
1,road_1_0_1_1,intersection_1_1,0,0.0,0
1,road_1_1_0_0,NA,0,0.0,0
1,road_1_1_0_1,NA,0,0.0,0
1,road_1_1_1_0,NA,0,0.0,0
1,road_1_1_1_1,NA,0,0.0,0
1,road_1_1_2_0,NA,0,0.0,0
1,road_1_1_2_1,NA,0,0.0,0
1,road_1_1_3_0,NA,0,0.0,0
1,road_1_1_3_1,NA,0,0.0,0
1,road_1_2_3_0,intersection_1_1,0,0.0,0
1,road_1_2_3_1,intersection_1_1,0,0.0,0
1,road_2_1_2_0,intersection_1_1,0,0.0,0
1,road_2_1_2_1,intersection_1_1,0,0.0,0
2,:intersection_0_1_0_0,NA,0,,0
2,:intersection_1_0_0_0,NA,0,,0
2,:intersection_1_1_0_0,NA,0,,0
2,:intersection_1_1_0_1,NA,0,,0
2,:intersection_1_1_10_0,NA,0,,0
2,:intersection_1_1_10_1,NA,0,,0
2,:intersection_1_1_12_0,NA,0,,0
2,:intersection_1_1_12_1,NA,0,,0
2,:intersection_1_1_14_0,NA,0,,0
2,:intersection_1_1_14_1,NA,0,,0
2,:intersection_1_1_2_0,NA,0,,0
2,:intersection_1_1_2_1,NA,0,,0
2,:intersection_1_1_4_0,NA,0,,0
2,:intersection_1_1_4_1,NA,0,,0
2,:intersection_1_1_6_0,NA,0,,0
2,:intersection_1_1_6_1,NA,0,,0
2,:intersection_1_1_8_0,NA,0,,0
2,:intersection_1_1_8_1,NA,0,,0
2,:intersection_1_2_0_0,NA,0,,0
2,:intersection_2_1_0_0,NA,0,,0
2,road_0_1_0_0,intersection_1_1,0,0.0,0
2,road_0_1_0_1,intersection_1_1,0,0.0,0
2,road_1_0_1_0,intersection_1_1,0,0.0,0
2,road_1_0_1_1,intersection_1_1,0,0.0,0
2,road_1_1_0_0,NA,0,0.0,0
2,road_1_1_0_1,NA,0,0.0,0
2,road_1_1_1_0,NA,0,0.0,0
2,road_1_1_1_1,NA,0,0.0,0
2,road_1_1_2_0,NA,0,0.0,0
2,road_1_1_2_1,NA,0,0.0,0
2,road_1_1_3_0,NA,0,0.0,0
2,road_1_1_3_1,NA,0,0.0,0
2,road_1_2_3_0,intersection_1_1,0,0.0,0
2,road_1_2_3_1,intersection_1_1,0,0.0,0
2,road_2_1_2_0,intersection_1_1,0,0.0,0
2,road_2_1_2_1,intersection_1_1,0,0.0,0
2,:intersection_0_1_0_0,NA,0,,0
2,:intersection_1_0_0_0,NA,0,,0
2,:intersection_1_1_0_0,NA,0,,0
2,:intersection_1_1_0_1,NA,0,,0
2,:intersection_1_1_10_0,NA,0,,0
2,:intersection_1_1_10_1,NA,0,,0
2,:intersection_1_1_12_0,NA,0,,0
2,:intersection_1_1_12_1,NA,0,,0
2,:intersection_1_1_14_0,NA,0,,0
2,:intersection_1_1_14_1,NA,0,,0
2,:intersection_1_1_2_0,NA,0,,0
2,:intersection_1_1_2_1,NA,0,,0
2,:intersection_1_1_4_0,NA,0,,0
2,:intersection_1_1_4_1,NA,0,,0
2,:intersection_1_1_6_0,NA,0,,0
2,:intersection_1_1_6_1,NA,0,,0
2,:intersection_1_1_8_0,NA,0,,0
2,:intersection_1_1_8_1,NA,0,,0
2,:intersection_1_2_0_0,NA,0,,0
2,:intersection_2_1_0_0,NA,0,,0
2,road_0_1_0_0,intersection_1_1,0,0.0,0
2,road_0_1_0_1,intersection_1_1,0,0.0,0
2,road_1_0_1_0,intersection_1_1,0,0.0,0
2,road_1_0_1_1,intersection_1_1,0,0.0,0
2,road_1_1_0_0,NA,0,0.0,0
2,road_1_1_0_1,NA,0,0.0,0
2,road_1_1_1_0,NA,0,0.0,0
2,road_1_1_1_1,NA,0,0.0,0
2,road_1_1_2_0,NA,0,0.0,0
2,road_1_1_2_1,NA,0,0.0,0
2,road_1_1_3_0,NA,0,0.0,0
2,road_1_1_3_1,NA,0,0.0,0
2,road_1_2_3_0,intersection_1_1,0,0.0,0
2,road_1_2_3_1,intersection_1_1,0,0.0,0
2,road_2_1_2_0,intersection_1_1,0,0.0,0
2,road_2_1_2_1,intersection_1_1,0,0.0,0
3,:intersection_0_1_0_0,NA,0,,0
3,:intersection_1_0_0_0,NA,0,,0
3,:intersection_1_1_0_0,NA,0,,0
3,:intersection_1_1_0_1,NA,0,,0
3,:intersection_1_1_10_0,NA,0,,0
3,:intersection_1_1_10_1,NA,0,,0
3,:intersection_1_1_12_0,NA,0,,0
3,:intersection_1_1_12_1,NA,0,,0
3,:intersection_1_1_14_0,NA,0,,0
3,:intersection_1_1_14_1,NA,0,,0
3,:intersection_1_1_2_0,NA,0,,0
3,:intersection_1_1_2_1,NA,0,,0
3,:intersection_1_1_4_0,NA,0,,0
3,:intersection_1_1_4_1,NA,0,,0
3,:intersection_1_1_6_0,NA,0,,0
3,:intersection_1_1_6_1,NA,0,,0
3,:intersection_1_1_8_0,NA,0,,0
3,:intersection_1_1_8_1,NA,0,,0
3,:intersection_1_2_0_0,NA,0,,0
3,:intersection_2_1_0_0,NA,0,,0
3,road_0_1_0_0,intersection_1_1,0,0.0,0
3,road_0_1_0_1,intersection_1_1,0,0.0,0
3,road_1_0_1_0,intersection_1_1,0,0.0,0
3,road_1_0_1_1,intersection_1_1,0,0.0,0
3,road_1_1_0_0,NA,0,0.0,0
3,road_1_1_0_1,NA,0,0.0,0
3,road_1_1_1_0,NA,0,0.0,0
3,road_1_1_1_1,NA,0,0.0,0
3,road_1_1_2_0,NA,0,0.0,0
3,road_1_1_2_1,NA,0,0.0,0
3,road_1_1_3_0,NA,0,0.0,0
3,road_1_1_3_1,NA,0,0.0,0
3,road_1_2_3_0,intersection_1_1,0,0.0,0
3,road_1_2_3_1,intersection_1_1,0,0.0,0
3,road_2_1_2_0,intersection_1_1,0,0.0,0
3,road_2_1_2_1,intersection_1_1,0,0.0,0
3,:intersection_0_1_0_0,NA,0,,0
3,:intersection_1_0_0_0,NA,0,,0
3,:intersection_1_1_0_0,NA,0,,0
3,:intersection_1_1_0_1,NA,0,,0
3,:intersection_1_1_10_0,NA,0,,0
3,:intersection_1_1_10_1,NA,0,,0
3,:intersection_1_1_12_0,NA,0,,0
3,:intersection_1_1_12_1,NA,0,,0
3,:intersection_1_1_14_0,NA,0,,0
3,:intersection_1_1_14_1,NA,0,,0
3,:intersection_1_1_2_0,NA,0,,0
3,:intersection_1_1_2_1,NA,0,,0
3,:intersection_1_1_4_0,NA,0,,0
3,:intersection_1_1_4_1,NA,0,,0
3,:intersection_1_1_6_0,NA,0,,0
3,:intersection_1_1_6_1,NA,0,,0
3,:intersection_1_1_8_0,NA,0,,0
3,:intersection_1_1_8_1,NA,0,,0
3,:intersection_1_2_0_0,NA,0,,0
3,:intersection_2_1_0_0,NA,0,,0
3,road_0_1_0_0,intersection_1_1,0,0.0,0
3,road_0_1_0_1,intersection_1_1,0,0.0,0
3,road_1_0_1_0,intersection_1_1,0,0.0,0
3,road_1_0_1_1,intersection_1_1,0,0.0,0
3,road_1_1_0_0,NA,0,0.0,0
3,road_1_1_0_1,NA,0,0.0,0
3,road_1_1_1_0,NA,0,0.0,0
3,road_1_1_1_1,NA,0,0.0,0
3,road_1_1_2_0,NA,0,0.0,0
3,road_1_1_2_1,NA,0,0.0,0
3,road_1_1_3_0,NA,0,0.0,0
3,road_1_1_3_1,NA,0,0.0,0
3,road_1_2_3_0,intersection_1_1,0,0.0,0
3,road_1_2_3_1,intersection_1_1,0,0.0,0
3,road_2_1_2_0,intersection_1_1,0,0.0,0
3,road_2_1_2_1,intersection_1_1,0,0.0,0
4,:intersection_0_1_0_0,NA,0,,0
4,:intersection_1_0_0_0,NA,0,,0
4,:intersection_1_1_0_0,NA,0,,0
4,:intersection_1_1_0_1,NA,0,,0
4,:intersection_1_1_10_0,NA,0,,0
4,:intersection_1_1_10_1,NA,0,,0
4,:intersection_1_1_12_0,NA,0,,0
4,:intersection_1_1_12_1,NA,0,,0
4,:intersection_1_1_14_0,NA,0,,0
4,:intersection_1_1_14_1,NA,0,,0
4,:intersection_1_1_2_0,NA,0,,0
4,:intersection_1_1_2_1,NA,0,,0
4,:intersection_1_1_4_0,NA,0,,0
4,:intersection_1_1_4_1,NA,0,,0
4,:intersection_1_1_6_0,NA,0,,0
4,:intersection_1_1_6_1,NA,0,,0
4,:intersection_1_1_8_0,NA,0,,0
4,:intersection_1_1_8_1,NA,0,,0
4,:intersection_1_2_0_0,NA,0,,0
4,:intersection_2_1_0_0,NA,0,,0
4,road_0_1_0_0,intersection_1_1,0,0.0,0
4,road_0_1_0_1,intersection_1_1,0,0.0,0
4,road_1_0_1_0,intersection_1_1,0,0.0,0
4,road_1_0_1_1,intersection_1_1,0,0.0,0
4,road_1_1_0_0,NA,0,0.0,0
4,road_1_1_0_1,NA,0,0.0,0
4,road_1_1_1_0,NA,0,0.0,0
4,road_1_1_1_1,NA,0,0.0,0
4,road_1_1_2_0,NA,0,0.0,0
4,road_1_1_2_1,NA,0,0.0,0
4,road_1_1_3_0,NA,0,0.0,0
4,road_1_1_3_1,NA,0,0.0,0
4,road_1_2_3_0,intersection_1_1,0,0.0,0
4,road_1_2_3_1,intersection_1_1,0,0.0,0
4,road_2_1_2_0,intersection_1_1,0,0.0,0
4,road_2_1_2_1,intersection_1_1,0,0.0,0
4,:intersection_0_1_0_0,NA,0,,0
4,:intersection_1_0_0_0,NA,0,,0
4,:intersection_1_1_0_0,NA,0,,0
4,:intersection_1_1_0_1,NA,0,,0
4,:intersection_1_1_10_0,NA,0,,0
4,:intersection_1_1_10_1,NA,0,,0
4,:intersection_1_1_12_0,NA,0,,0
4,:intersection_1_1_12_1,NA,0,,0
4,:intersection_1_1_14_0,NA,0,,0
4,:intersection_1_1_14_1,NA,0,,0
4,:intersection_1_1_2_0,NA,0,,0
4,:intersection_1_1_2_1,NA,0,,0
4,:intersection_1_1_4_0,NA,0,,0
4,:intersection_1_1_4_1,NA,0,,0
4,:intersection_1_1_6_0,NA,0,,0
4,:intersection_1_1_6_1,NA,0,,0
4,:intersection_1_1_8_0,NA,0,,0
4,:intersection_1_1_8_1,NA,0,,0
4,:intersection_1_2_0_0,NA,0,,0
4,:intersection_2_1_0_0,NA,0,,0
4,road_0_1_0_0,intersection_1_1,0,0.0,0
4,road_0_1_0_1,intersection_1_1,0,0.0,0
4,road_1_0_1_0,intersection_1_1,0,0.0,0
4,road_1_0_1_1,intersection_1_1,0,0.0,0
4,road_1_1_0_0,NA,0,0.0,0
4,road_1_1_0_1,NA,0,0.0,0
4,road_1_1_1_0,NA,0,0.0,0
4,road_1_1_1_1,NA,0,0.0,0
4,road_1_1_2_0,NA,0,0.0,0
4,road_1_1_2_1,NA,0,0.0,0
4,road_1_1_3_0,NA,0,0.0,0
4,road_1_1_3_1,NA,0,0.0,0
4,road_1_2_3_0,intersection_1_1,0,0.0,0
4,road_1_2_3_1,intersection_1_1,0,0.0,0
4,road_2_1_2_0,intersection_1_1,0,0.0,0
4,road_2_1_2_1,intersection_1_1,0,0.0,0
5,:intersection_0_1_0_0,NA,0,,0
5,:intersection_1_0_0_0,NA,0,,0
5,:intersection_1_1_0_0,NA,0,,0
5,:intersection_1_1_0_1,NA,0,,0
5,:intersection_1_1_10_0,NA,0,,0
5,:intersection_1_1_10_1,NA,0,,0
5,:intersection_1_1_12_0,NA,0,,0
5,:intersection_1_1_12_1,NA,0,,0
5,:intersection_1_1_14_0,NA,0,,0
5,:intersection_1_1_14_1,NA,0,,0
5,:intersection_1_1_2_0,NA,0,,0
5,:intersection_1_1_2_1,NA,0,,0
5,:intersection_1_1_4_0,NA,0,,0
5,:intersection_1_1_4_1,NA,0,,0
5,:intersection_1_1_6_0,NA,0,,0
5,:intersection_1_1_6_1,NA,0,,0
5,:intersection_1_1_8_0,NA,0,,0
5,:intersection_1_1_8_1,NA,0,,0
5,:intersection_1_2_0_0,NA,0,,0
5,:intersection_2_1_0_0,NA,0,,0
5,road_0_1_0_0,intersection_1_1,0,0.0,0
5,road_0_1_0_1,intersection_1_1,0,0.0,0
5,road_1_0_1_0,intersection_1_1,0,0.0,0
5,road_1_0_1_1,intersection_1_1,0,0.0,0
5,road_1_1_0_0,NA,0,0.0,0
5,road_1_1_0_1,NA,0,0.0,0
5,road_1_1_1_0,NA,0,0.0,0
5,road_1_1_1_1,NA,0,0.0,0
5,road_1_1_2_0,NA,0,0.0,0
5,road_1_1_2_1,NA,0,0.0,0
5,road_1_1_3_0,NA,0,0.0,0
5,road_1_1_3_1,NA,0,0.0,0
5,road_1_2_3_0,intersection_1_1,0,0.0,0
5,road_1_2_3_1,intersection_1_1,0,0.0,0
5,road_2_1_2_0,intersection_1_1,0,0.0,0
5,road_2_1_2_1,intersection_1_1,0,0.0,0
5,:intersection_0_1_0_0,NA,0,,0
5,:intersection_1_0_0_0,NA,0,,0
5,:intersection_1_1_0_0,NA,0,,0
5,:intersection_1_1_0_1,NA,0,,0
5,:intersection_1_1_10_0,NA,0,,0
5,:intersection_1_1_10_1,NA,0,,0
5,:intersection_1_1_12_0,NA,0,,0
5,:intersection_1_1_12_1,NA,0,,0
5,:intersection_1_1_14_0,NA,0,,0
5,:intersection_1_1_14_1,NA,0,,0
5,:intersection_1_1_2_0,NA,0,,0
5,:intersection_1_1_2_1,NA,0,,0
5,:intersection_1_1_4_0,NA,0,,0
5,:intersection_1_1_4_1,NA,0,,0
5,:intersection_1_1_6_0,NA,0,,0
5,:intersection_1_1_6_1,NA,0,,0
5,:intersection_1_1_8_0,NA,0,,0
5,:intersection_1_1_8_1,NA,0,,0
5,:intersection_1_2_0_0,NA,0,,0
5,:intersection_2_1_0_0,NA,0,,0
5,road_0_1_0_0,intersection_1_1,0,0.0,0
5,road_0_1_0_1,intersection_1_1,0,0.0,0
5,road_1_0_1_0,intersection_1_1,0,0.0,0
5,road_1_0_1_1,intersection_1_1,0,0.0,0
5,road_1_1_0_0,NA,0,0.0,0
5,road_1_1_0_1,NA,0,0.0,0
5,road_1_1_1_0,NA,0,0.0,0
5,road_1_1_1_1,NA,0,0.0,0
5,road_1_1_2_0,NA,0,0.0,0
5,road_1_1_2_1,NA,0,0.0,0
5,road_1_1_3_0,NA,0,0.0,0
5,road_1_1_3_1,NA,0,0.0,0
5,road_1_2_3_0,intersection_1_1,0,0.0,0
5,road_1_2_3_1,intersection_1_1,0,0.0,0
5,road_2_1_2_0,intersection_1_1,0,0.0,0
5,road_2_1_2_1,intersection_1_1,0,0.0,0
6,:intersection_0_1_0_0,NA,0,,0
6,:intersection_1_0_0_0,NA,0,,0
6,:intersection_1_1_0_0,NA,0,,0
6,:intersection_1_1_0_1,NA,0,,0
6,:intersection_1_1_10_0,NA,0,,0
6,:intersection_1_1_10_1,NA,0,,0
6,:intersection_1_1_12_0,NA,0,,0
6,:intersection_1_1_12_1,NA,0,,0
6,:intersection_1_1_14_0,NA,0,,0
6,:intersection_1_1_14_1,NA,0,,0
6,:intersection_1_1_2_0,NA,0,,0
6,:intersection_1_1_2_1,NA,0,,0
6,:intersection_1_1_4_0,NA,0,,0
6,:intersection_1_1_4_1,NA,0,,0
6,:intersection_1_1_6_0,NA,0,,0
6,:intersection_1_1_6_1,NA,0,,0
6,:intersection_1_1_8_0,NA,0,,0
6,:intersection_1_1_8_1,NA,0,,0
6,:intersection_1_2_0_0,NA,0,,0
6,:intersection_2_1_0_0,NA,0,,0
6,road_0_1_0_0,intersection_1_1,0,0.0,0
6,road_0_1_0_1,intersection_1_1,0,0.0,0
6,road_1_0_1_0,intersection_1_1,0,0.0,0
6,road_1_0_1_1,intersection_1_1,0,0.0,0
6,road_1_1_0_0,NA,0,0.0,0
6,road_1_1_0_1,NA,0,0.0,0
6,road_1_1_1_0,NA,0,0.0,0
6,road_1_1_1_1,NA,0,0.0,0
6,road_1_1_2_0,NA,0,0.0,0
6,road_1_1_2_1,NA,0,0.0,0
6,road_1_1_3_0,NA,0,0.0,0
6,road_1_1_3_1,NA,0,0.0,0
6,road_1_2_3_0,intersection_1_1,0,0.0,0
6,road_1_2_3_1,intersection_1_1,0,0.0,0
6,road_2_1_2_0,intersection_1_1,0,0.0,0
6,road_2_1_2_1,intersection_1_1,0,0.0,0
6,:intersection_0_1_0_0,NA,0,,0
6,:intersection_1_0_0_0,NA,0,,0
6,:intersection_1_1_0_0,NA,0,,0
6,:intersection_1_1_0_1,NA,0,,0
6,:intersection_1_1_10_0,NA,0,,0
6,:intersection_1_1_10_1,NA,0,,0
6,:intersection_1_1_12_0,NA,0,,0
6,:intersection_1_1_12_1,NA,0,,0
6,:intersection_1_1_14_0,NA,0,,0
6,:intersection_1_1_14_1,NA,0,,0
6,:intersection_1_1_2_0,NA,0,,0
6,:intersection_1_1_2_1,NA,0,,0
6,:intersection_1_1_4_0,NA,0,,0
6,:intersection_1_1_4_1,NA,0,,0
6,:intersection_1_1_6_0,NA,0,,0
6,:intersection_1_1_6_1,NA,0,,0
6,:intersection_1_1_8_0,NA,0,,0
6,:intersection_1_1_8_1,NA,0,,0
6,:intersection_1_2_0_0,NA,0,,0
6,:intersection_2_1_0_0,NA,0,,0
6,road_0_1_0_0,intersection_1_1,0,0.0,0
6,road_0_1_0_1,intersection_1_1,0,0.0,0
6,road_1_0_1_0,intersection_1_1,0,0.0,0
6,road_1_0_1_1,intersection_1_1,0,0.0,0
6,road_1_1_0_0,NA,0,0.0,0
6,road_1_1_0_1,NA,0,0.0,0
6,road_1_1_1_0,NA,0,0.0,0
6,road_1_1_1_1,NA,0,0.0,0
6,road_1_1_2_0,NA,0,0.0,0
6,road_1_1_2_1,NA,0,0.0,0
6,road_1_1_3_0,NA,0,0.0,0
6,road_1_1_3_1,NA,0,0.0,0
6,road_1_2_3_0,intersection_1_1,0,0.0,0
6,road_1_2_3_1,intersection_1_1,0,0.0,0
6,road_2_1_2_0,intersection_1_1,0,0.0,0
6,road_2_1_2_1,intersection_1_1,0,0.0,0
7,:intersection_0_1_0_0,NA,0,,0
7,:intersection_1_0_0_0,NA,0,,0
7,:intersection_1_1_0_0,NA,0,,0
7,:intersection_1_1_0_1,NA,0,,0
7,:intersection_1_1_10_0,NA,0,,0
7,:intersection_1_1_10_1,NA,0,,0
7,:intersection_1_1_12_0,NA,0,,0
7,:intersection_1_1_12_1,NA,0,,0
7,:intersection_1_1_14_0,NA,0,,0
7,:intersection_1_1_14_1,NA,0,,0
7,:intersection_1_1_2_0,NA,0,,0
7,:intersection_1_1_2_1,NA,0,,0
7,:intersection_1_1_4_0,NA,0,,0
7,:intersection_1_1_4_1,NA,0,,0
7,:intersection_1_1_6_0,NA,0,,0
7,:intersection_1_1_6_1,NA,0,,0
7,:intersection_1_1_8_0,NA,0,,0
7,:intersection_1_1_8_1,NA,0,,0
7,:intersection_1_2_0_0,NA,0,,0
7,:intersection_2_1_0_0,NA,0,,0
7,road_0_1_0_0,intersection_1_1,0,0.0,0
7,road_0_1_0_1,intersection_1_1,0,0.0,0
7,road_1_0_1_0,intersection_1_1,0,0.0,0
7,road_1_0_1_1,intersection_1_1,0,0.0,0
7,road_1_1_0_0,NA,0,0.0,0
7,road_1_1_0_1,NA,0,0.0,0
7,road_1_1_1_0,NA,0,0.0,0
7,road_1_1_1_1,NA,0,0.0,0
7,road_1_1_2_0,NA,0,0.0,0
7,road_1_1_2_1,NA,0,0.0,0
7,road_1_1_3_0,NA,0,0.0,0
7,road_1_1_3_1,NA,0,0.0,0
7,road_1_2_3_0,intersection_1_1,0,0.0,0
7,road_1_2_3_1,intersection_1_1,0,0.0,0
7,road_2_1_2_0,intersection_1_1,0,0.0,0
7,road_2_1_2_1,intersection_1_1,0,0.0,0
7,:intersection_0_1_0_0,NA,0,,0
7,:intersection_1_0_0_0,NA,0,,0
7,:intersection_1_1_0_0,NA,0,,0
7,:intersection_1_1_0_1,NA,0,,0
7,:intersection_1_1_10_0,NA,0,,0
7,:intersection_1_1_10_1,NA,0,,0
7,:intersection_1_1_12_0,NA,0,,0
7,:intersection_1_1_12_1,NA,0,,0
7,:intersection_1_1_14_0,NA,0,,0
7,:intersection_1_1_14_1,NA,0,,0
7,:intersection_1_1_2_0,NA,0,,0
7,:intersection_1_1_2_1,NA,0,,0
7,:intersection_1_1_4_0,NA,0,,0
7,:intersection_1_1_4_1,NA,0,,0
7,:intersection_1_1_6_0,NA,0,,0
7,:intersection_1_1_6_1,NA,0,,0
7,:intersection_1_1_8_0,NA,0,,0
7,:intersection_1_1_8_1,NA,0,,0
7,:intersection_1_2_0_0,NA,0,,0
7,:intersection_2_1_0_0,NA,0,,0
7,road_0_1_0_0,intersection_1_1,0,0.0,0
7,road_0_1_0_1,intersection_1_1,0,0.0,0
7,road_1_0_1_0,intersection_1_1,0,0.0,0
7,road_1_0_1_1,intersection_1_1,0,0.0,0
7,road_1_1_0_0,NA,0,0.0,0
7,road_1_1_0_1,NA,0,0.0,0
7,road_1_1_1_0,NA,0,0.0,0
7,road_1_1_1_1,NA,0,0.0,0
7,road_1_1_2_0,NA,0,0.0,0
7,road_1_1_2_1,NA,0,0.0,0
7,road_1_1_3_0,NA,0,0.0,0
7,road_1_1_3_1,NA,0,0.0,0
7,road_1_2_3_0,intersection_1_1,0,0.0,0
7,road_1_2_3_1,intersection_1_1,0,0.0,0
7,road_2_1_2_0,intersection_1_1,0,0.0,0
7,road_2_1_2_1,intersection_1_1,0,0.0,0
8,:intersection_0_1_0_0,NA,0,,0
8,:intersection_1_0_0_0,NA,0,,0
8,:intersection_1_1_0_0,NA,0,,0
8,:intersection_1_1_0_1,NA,0,,0
8,:intersection_1_1_10_0,NA,0,,0
8,:intersection_1_1_10_1,NA,0,,0
8,:intersection_1_1_12_0,NA,0,,0
8,:intersection_1_1_12_1,NA,0,,0
8,:intersection_1_1_14_0,NA,0,,0
8,:intersection_1_1_14_1,NA,0,,0
8,:intersection_1_1_2_0,NA,0,,0
8,:intersection_1_1_2_1,NA,0,,0
8,:intersection_1_1_4_0,NA,0,,0
8,:intersection_1_1_4_1,NA,0,,0
8,:intersection_1_1_6_0,NA,0,,0
8,:intersection_1_1_6_1,NA,0,,0
8,:intersection_1_1_8_0,NA,0,,0
8,:intersection_1_1_8_1,NA,0,,0
8,:intersection_1_2_0_0,NA,0,,0
8,:intersection_2_1_0_0,NA,0,,0
8,road_0_1_0_0,intersection_1_1,0,0.0,0
8,road_0_1_0_1,intersection_1_1,0,0.0,0
8,road_1_0_1_0,intersection_1_1,0,0.0,0
8,road_1_0_1_1,intersection_1_1,0,0.0,0
8,road_1_1_0_0,NA,0,0.0,0
8,road_1_1_0_1,NA,0,0.0,0
8,road_1_1_1_0,NA,0,0.0,0
8,road_1_1_1_1,NA,0,0.0,0
8,road_1_1_2_0,NA,0,0.0,0
8,road_1_1_2_1,NA,0,0.0,0
8,road_1_1_3_0,NA,0,0.0,0
8,road_1_1_3_1,NA,0,0.0,0
8,road_1_2_3_0,intersection_1_1,0,0.0,0
8,road_1_2_3_1,intersection_1_1,0,0.0,0
8,road_2_1_2_0,intersection_1_1,1,0.0,0
8,road_2_1_2_1,intersection_1_1,0,0.0,0
8,:intersection_0_1_0_0,NA,0,,0
8,:intersection_1_0_0_0,NA,0,,0
8,:intersection_1_1_0_0,NA,0,,0
8,:intersection_1_1_0_1,NA,0,,0
8,:intersection_1_1_10_0,NA,0,,0
8,:intersection_1_1_10_1,NA,0,,0
8,:intersection_1_1_12_0,NA,0,,0
8,:intersection_1_1_12_1,NA,0,,0
8,:intersection_1_1_14_0,NA,0,,0
8,:intersection_1_1_14_1,NA,0,,0
8,:intersection_1_1_2_0,NA,0,,0
8,:intersection_1_1_2_1,NA,0,,0
8,:intersection_1_1_4_0,NA,0,,0
8,:intersection_1_1_4_1,NA,0,,0
8,:intersection_1_1_6_0,NA,0,,0
8,:intersection_1_1_6_1,NA,0,,0
8,:intersection_1_1_8_0,NA,0,,0
8,:intersection_1_1_8_1,NA,0,,0
8,:intersection_1_2_0_0,NA,0,,0
8,:intersection_2_1_0_0,NA,0,,0
8,road_0_1_0_0,intersection_1_1,0,0.0,0
8,road_0_1_0_1,intersection_1_1,0,0.0,0
8,road_1_0_1_0,intersection_1_1,0,0.0,0
8,road_1_0_1_1,intersection_1_1,0,0.0,0
8,road_1_1_0_0,NA,0,0.0,0
8,road_1_1_0_1,NA,0,0.0,0
8,road_1_1_1_0,NA,0,0.0,0
8,road_1_1_1_1,NA,0,0.0,0
8,road_1_1_2_0,NA,0,0.0,0
8,road_1_1_2_1,NA,0,0.0,0
8,road_1_1_3_0,NA,0,0.0,0
8,road_1_1_3_1,NA,0,0.0,0
8,road_1_2_3_0,intersection_1_1,0,0.0,0
8,road_1_2_3_1,intersection_1_1,0,0.0,0
8,road_2_1_2_0,intersection_1_1,1,0.0,0
8,road_2_1_2_1,intersection_1_1,0,0.0,0
9,:intersection_0_1_0_0,NA,0,,0
9,:intersection_1_0_0_0,NA,0,,0
9,:intersection_1_1_0_0,NA,0,,0
9,:intersection_1_1_0_1,NA,0,,0
